feature_1,feature_2,feature_3,feature_4,feature_5,class
-3.774614132,1.767811502,-0.943326976,-3.756129296,-0.418644746,1
-0.664909477,-0.351806055,0.103465839,1.026133502,-0.040224987,1
5.670035585,-0.677102739,-0.607876898,3.787508713,-1.918897241,1
4.040193978,-0.82155278,0.099177566,2.533969953,-0.559091777,1
-1.062923665,0.105975554,-0.213047029,0.217488761,-0.312095137,1
-0.884633302,-0.269678698,0.188601805,0.517490298,0.200375075,1
-0.035341207,-0.569057022,0.397102479,1.01781205,0.362294283,1
-3.885377354,1.896409394,-1.140630316,-3.700931659,-0.712423217,1
-1.082825296,0.374389794,-0.715616894,0.560326398,-1.114059521,1
0.930115052,-1.549525584,1.289423171,2.186384593,1.370964448,1
-1.467832058,-0.061304537,0.102523512,0.015092101,0.205829753,1
5.07757188,-0.898192619,-0.152752279,3.423279683,-1.156235888,1
-1.881374991,0.212851654,-0.105118035,-0.414749991,0.01235879,1
4.478997253,-1.997253241,0.699379247,5.189258182,-0.268667492,1
-1.231079052,0.033857275,-0.279995736,0.658860425,-0.496117852,1
-2.927952505,2.025912573,-0.912397106,-4.802280769,-0.186392545,1
4.483001501,-1.854917887,0.703567835,4.665182349,-0.151537739,1
-3.711057736,0.449120057,0.071636113,-1.650451163,0.606252674,1
-0.429607792,-0.11434693,-0.362769608,1.375220083,-0.801186864,1
3.752068588,-1.841246321,0.933991591,4.046061789,0.344483514,1
3.964670589,-1.549587527,0.754188795,3.454474196,0.200132909,1
-4.096767225,1.654921847,-0.99200441,-3.208989504,-0.59226468,1
-3.450688864,1.822126855,-0.921064931,-4.023410125,-0.342854513,1
-0.161744673,-0.462649283,0.107528401,1.394043167,-0.132999066,1
2.875659734,-2.481336886,1.919205484,3.822710051,1.858881405,1
-3.13361263,1.14014904,-0.392472135,-2.955912586,0.185466774,1
-2.182347698,0.521587912,-0.522285582,-0.428017165,-0.578475273,1
-3.263079971,1.83689459,-0.939679867,-4.035965018,-0.374912812,1
-1.437467569,0.453067072,-0.594759847,-0.023320054,-0.800130656,1
-1.145298964,0.188012911,-0.381273185,0.363553625,-0.584080925,1
-0.802863846,-0.025643381,-0.215845368,0.688298344,-0.426715658,1
-3.244376627,1.649924367,-0.782630157,-3.772061067,-0.203550274,1
-2.775997991,0.592996793,0.20964087,-2.567587663,0.963043982,1
5.622738476,-0.712965991,-0.366978989,3.291097269,-1.461695098,1
4.853903925,-0.444845379,-0.489717313,2.676627275,-1.478108973,1
-3.847182041,0.777318856,-0.196683506,-2.128555904,0.323522371,1
-2.523790101,1.521899895,-0.401415014,-4.33394456,0.439924048,1
-0.632948033,-0.296869109,0.139967556,0.731697024,0.073968007,1
-0.599455818,-0.536470422,0.486900728,0.689946209,0.58540835,1
-3.475494898,-0.034884171,0.462689457,-0.93472631,1.012769759,1
-4.27736091,0.697900349,-0.274924675,-1.620516095,0.119679094,1
-4.083009256,0.332646189,-0.181350978,-0.556001653,0.021753775,1
-2.596555071,1.475226006,-0.176458375,-4.748796353,0.857705898,1
-0.883671992,-0.738293351,0.971518007,0.166570967,1.412058795,1
-3.445209577,1.195055395,-0.444597213,-3.004990053,0.132924449,1
-3.598300132,2.748638073,-1.9378476,-4.707369446,-1.668643164,1
3.132581576,-2.002752636,1.160528245,4.063782132,0.695156425,1
-0.753123945,0.095585838,-0.293793698,0.452384626,-0.491918476,1
1.518158072,-2.98793074,2.612672831,3.898420222,2.905730097,1
-1.304058556,-0.194447656,0.213943986,0.197825027,0.322195611,1
4.040795508,-2.235449949,1.078170092,5.079128257,0.322874957,1
-2.590986273,1.225070135,-0.067821756,-4.130478045,0.884074752,1
4.373978715,-1.276924139,0.390499605,3.40224124,-0.333836246,1
-1.045993073,0.047878584,-0.245450143,0.510595294,-0.42205444,1
-2.316772064,2.012986283,-0.565095436,-5.686068477,0.480607903,1
3.680715777,-0.640765623,0.192492104,1.654267589,-0.222149543,1
2.880609073,-2.79565328,1.575202839,5.851614794,0.928447689,1
5.721234398,0.181733034,-1.696365959,3.525989058,-3.446629371,1
-4.654576723,1.065846564,-1.000506409,-1.040451984,-1.041938236,1
-0.761924824,0.338116685,-0.66232421,0.538816764,-1.045223466,1
4.177757622,-1.53068454,0.908242684,2.97607637,0.516700941,1
-4.607475267,1.189677461,-0.980146933,-1.541765954,-0.907913699,1
-3.719866185,1.243991565,-0.646134475,-2.644809687,-0.225010413,1
-0.960810012,-0.092224705,-0.139417265,0.735730531,-0.319294107,1
-0.760475808,0.248060744,-0.620542778,0.754471581,-1.030353606,1
-0.795962682,-0.236590985,0.261717711,0.204039126,0.369466245,1
-3.170079107,0.051415119,0.682944268,-1.832364263,1.510683034,1
3.995714547,-2.002525889,1.087833951,4.216341756,0.52184282,1
-3.788398636,0.923084285,-0.393214573,-2.144320453,0.038981038,1
4.262257472,-1.282985848,0.573033212,2.953173559,0.031178154,1
4.611140479,-1.100774462,0.259413338,3.099011723,-0.469617213,1
-0.373829686,-0.148115192,-0.181123683,1.021332768,-0.464518344,1
-1.272672204,-0.209832588,0.262254288,0.126095631,0.406306542,1
0.388224337,-0.421495252,-0.313006397,2.318437415,-0.962542997,1
-2.045332277,0.520186635,-0.433182698,-0.660835927,-0.40525154,1
3.893599945,-2.207733762,1.29426981,4.422347061,0.782176899,1
2.72951997,-2.485283856,2.185200287,3.150005162,2.393996328,1
-3.03164293,1.310238986,-0.250622935,-3.942772592,0.596752797,1
-2.041593185,1.381350168,-0.044983075,-4.776165451,1.031767984,1
4.605349478,-1.586069585,0.835262886,3.347989403,0.314260944,1
-3.66575491,1.132213799,-0.350690676,-3.013962521,0.280267578,1
-1.341414115,-0.736032746,1.304288756,-0.689481893,2.095838601,1
-3.627960825,2.199815133,-1.406135793,-4.113435264,-1.021101783,1
-4.178827591,1.092278972,-0.503924052,-2.44938109,-0.041112463,1
3.449736049,-2.003943248,1.25579956,3.806614665,0.875130521,1
-2.831108477,0.728646614,0.106358854,-2.785094241,0.861429254,1
-3.102984067,1.674223077,-0.85197664,-3.684860824,-0.328576389,1
-0.242146475,-0.779827007,0.740237592,0.89207359,0.895880005,1
-0.04767789,-1.059338934,1.129593902,0.876917375,1.456708491,1
4.460487989,-1.445181801,0.396841337,3.988531022,-0.452578119,1
-0.346844771,-0.637749946,0.450470631,1.139344376,0.426783164,1
-1.800449782,0.218487028,-0.014906106,-0.673478407,0.194988452,1
-3.042161238,0.521431884,0.190865586,-2.249632304,0.879200057,1
-1.328437959,0.806587299,-1.304769607,0.54787231,-1.957157348,1
3.396820267,-2.788153285,1.816908683,5.173293505,1.402349302,1
-2.571765854,1.795067905,-0.787124571,-4.311539199,-0.123144331,1
-3.871242354,0.463439913,0.015183681,-1.548294015,0.50913202,1
-0.687600277,-1.150253561,1.499134889,0.268481687,2.148816085,1
-3.394929264,3.544472827,-2.39021604,-6.40554018,-1.973724323,1
3.907944155,-1.261184962,0.965402854,1.867097914,0.846106495,1
-4.016441819,1.852494903,-1.327927756,-3.04919865,-1.11742127,1
-2.834704443,1.62130226,-0.653803868,-4.021647923,0.019768305,1
-2.426553852,1.573960791,-0.293783964,-4.806061714,0.692469951,1
3.870056401,-2.141498456,1.196090808,4.440406723,0.636694713,1
-0.483566861,-1.108899422,1.259250487,0.735921271,1.692815686,1
-0.508048318,0.086334637,-0.549715804,1.142284772,-1.02010214,1
-4.119207047,1.144277301,-0.774621544,-1.933996366,-0.546132028,1
-1.794719353,-0.019302352,0.265490084,-0.547243947,0.575267918,1
-0.227255627,-0.651400385,0.454805616,1.172256886,0.421198903,1
-1.644954102,-0.445418203,0.835392703,-0.502554116,1.387487696,1
-1.421462746,0.649371267,-0.901934943,0.068826951,-1.266539763,1
-0.771946776,3.97E-05,-0.237258851,0.650233851,-0.451009433,1
2.185458711,-2.799806403,2.200825155,4.265583367,2.202245294,1
4.021782206,-1.8108572,0.920685233,3.959947608,0.332383591,1
-3.554348168,0.26174275,0.276463472,-1.515320747,0.868691172,1
-0.086552124,-0.585886993,0.289753731,1.360295866,0.135782042,1
5.517543843,-0.96372881,-0.187373834,3.731322612,-1.289910678,1
-3.40914879,2.082096056,-1.35131965,-3.841111351,-1.00822403,1
4.587476588,-1.033393943,0.202683278,3.004956816,-0.531095254,1
-2.680479567,0.991906688,0.096925052,-3.715626186,1.039017371,1
-0.277556746,-0.543306659,0.198938829,1.451413559,-0.007648596,1
4.300050621,-1.766921617,0.971404826,3.657838343,0.458771296,1
-2.896986601,1.14433831,-0.070269741,-3.820360854,0.827242318,1
-1.487668479,-0.543051862,0.716383702,0.15283536,1.06910107,1
-3.501129281,0.806788865,-0.050028694,-2.631310244,0.629066115,1
4.737366988,-0.490976584,0.043750626,1.457843465,-0.439798505,1
-0.999566085,0.049018892,-0.1117151,0.156111278,-0.154471328,1
4.964186933,-0.860179857,0.096510622,2.641573001,-0.623636605,1
1.92706135,-3.099695882,2.27546284,5.162746477,2.130865805,1
3.330140345,-2.2531001,1.527061969,4.002846849,1.23242083,1
-2.702582525,0.39050029,0.469375908,-2.517547198,1.326707979,1
-2.738332577,0.404458428,0.028997082,-1.418988348,0.455365978,1
5.691758079,0.076948212,-0.793573837,1.55272096,-1.715304421,1
-3.307726062,1.587837989,-0.750469559,-3.629441594,-0.184503899,1
0.309173134,-0.779458502,0.557324239,1.344303204,0.511641537,1
-1.246216091,-0.134805706,0.396602002,-0.495448271,0.732267794,1
-1.452021247,0.009029501,0.11369583,-0.268169679,0.281519555,1
0.507148932,-1.005762144,0.699181698,1.782070431,0.616700794,1
-0.637081313,-0.734617125,0.842026362,0.48041067,1.147265343,1
2.896480345,-2.133018019,1.465636369,3.748193422,1.214990533,1
-3.260142581,0.519826247,0.207354455,-2.277708479,0.918035748,1
-2.244564289,1.431445457,-0.153913233,-4.664435317,0.85813932,1
-1.543370264,-0.394262147,0.727299507,-0.409538291,1.206574511,1
-2.657073715,2.22619392,-0.85839482,-5.676125494,0.066389014,1
4.786984237,-0.960464918,0.300958511,2.477735738,-0.284634424,1
4.408368132,-1.699539632,0.482745591,4.68362884,-0.473160458,1
3.597893298,-1.848319772,1.393963076,2.879568895,1.266478737,1
-2.56243976,1.644878255,-0.393589687,-4.795950294,0.550911831,1
5.469920247,-1.581342745,0.295442631,4.701331555,-0.792462134,1
0.726584898,-1.043464937,0.507325872,2.408664121,0.196062917,1
4.326108981,-0.778494021,-0.191353234,3.123803924,-1.117985971,1
-3.222800573,2.05887627,-1.16902131,-4.240165912,-0.666370111,1
5.404643897,-1.046173203,-0.034246103,3.634212335,-1.042248459,1
-2.307421709,0.897196263,0.361870031,-4.080140785,1.485947974,1
-3.881805283,1.002907092,-0.576993668,-1.949291654,-0.265535286,1
-0.785271528,0.066285258,-0.30634164,0.592022229,-0.538460314,1
-0.079059457,-0.312597989,-0.103932528,1.400732884,-0.444970988,1
-0.543475339,-0.193401648,-0.06735702,0.895220877,-0.26555379,1
4.264044951,-1.565894645,0.724418845,3.578316271,0.118350575,1
5.020565165,-0.237192851,-0.398610097,1.683891226,-1.141932546,1
3.71064643,-1.888125883,0.769091018,4.646386756,-0.020743034,1
-4.028698875,1.222801024,-0.633804537,-2.587671805,-0.206578111,1
4.543465031,-1.236654966,-0.059834819,4.423344667,-1.211607946,1
-0.867209977,-0.628435073,0.754843435,0.334469253,1.061016788,1
0.142535722,-0.984450099,0.863925248,1.291249115,0.975089555,1
-0.924127414,0.129937246,-0.408082774,0.633485916,-0.689361159,1
-3.282358965,1.76608476,-0.988083929,-3.653839174,-0.52552217,1
-0.490126676,-0.19268516,-0.084370841,0.934740289,-0.300838605,1
4.419547687,-1.666086392,0.904024652,3.464981477,0.396926441,1
5.072244845,-1.201653911,0.122961169,3.798866514,-0.835218556,1
-1.231889187,0.226823728,-0.352382208,0.152014807,-0.493679524,1
3.815991739,-2.073756382,1.359464954,3.77285258,1.017880256,1
2.383859968,-3.025938848,2.076895332,5.395204542,1.774394604,1
6.13441941,-0.999439535,-0.20869861,3.889843786,-1.379786187,1
-3.147073458,1.938681865,-0.936680519,-4.415476059,-0.294773809,1
3.269635687,1.532238321,-0.863654874,-3.40866179,-0.665107621,0
3.774027499,0.691589636,0.006315957,-2.666545506,0.420472284,0
-1.362081013,-0.641403503,0.540751756,0.959662267,0.63762728,0
-2.073549353,-0.367336122,0.451859417,0.233181996,0.691797361,0
2.72435372,1.715636505,-1.096988915,-3.438961923,-0.975287802,0
4.052364994,0.505438913,0.255069679,-2.655358805,0.768038192,0
-0.247295646,0.753922005,-0.705169571,-0.86964883,-0.829656461,0
0.110460137,-0.722725177,0.582787054,1.081780506,0.612473459,0
1.175141756,-0.635749204,0.321271587,1.405232051,0.120362944,0
2.646613623,0.265273177,0.193050743,-1.569514984,0.505098152,0
-0.018866601,0.537889058,-0.33689954,-1.06007041,-0.263656919,0
-2.629437779,1.535549959,-0.514490276,-4.084122968,0.226985713,0
-1.171219158,-0.212636633,0.413675289,-0.262548337,0.704575599,0
1.109383993,1.352491371,-1.054543694,-2.173325701,-1.116068733,0
0.174474392,0.272261367,-0.393680673,0.037157262,-0.586886825,0
1.783072461,1.550837304,-1.148792736,-2.670748446,-1.175007953,0
2.051706205,1.558559117,-1.083080526,-2.880998468,-1.045940181,0
-1.260389703,-0.477714809,0.195149434,1.265903037,0.06645934,0
-0.123406085,-0.353032922,0.300001269,0.495897532,0.33560289,0
-0.105945763,0.466690257,-0.546759642,-0.253051499,-0.736182326,0
3.012528776,1.382441254,-0.767138881,-3.109507958,-0.577861535,0
2.885037406,0.948322342,-0.370700764,-2.572454102,-0.110741394,0
-1.130698659,0.47799543,-0.638217768,-0.012741784,-0.878064136,0
-0.793849245,-0.647125537,0.788760597,0.310401887,1.112387588,0
3.866243133,0.785829064,-0.057980266,-2.842526654,0.360643278,0
3.130279444,0.091785631,0.443948801,-1.618124303,0.860059517,0
0.250492753,-0.495627707,0.474307492,0.540081923,0.564111606,0
-0.868668472,-0.03831408,-0.480815471,1.427071202,-0.965682707,0
-0.736683196,0.582740402,-0.677553995,-0.304213251,-0.889487952,0
-2.141534931,0.350385229,0.055044468,-1.316873012,0.447094447,0
-1.744584927,-0.685306028,1.079634537,-0.270161903,1.697037387,0
2.896572739,1.207579942,-0.619950246,-2.857933881,-0.412692421,0
-0.309881806,0.007933334,-0.389937966,1.000294018,-0.765994471,0
1.760768039,1.85036551,-1.410204884,-3.068267673,-1.469465754,0
-1.500812771,-0.473148762,0.375297533,0.790118104,0.438948319,0
3.106892491,1.585532432,-0.947857595,-3.374565008,-0.787990864,0
-1.551459833,0.713564826,-0.49450961,-1.218625816,-0.396194938,0
2.812453388,1.19654846,-0.617815931,-2.820225038,-0.414149312,0
0.122073769,-0.175855527,-0.209489826,1.174522084,-0.55853687,0
-2.897538881,-0.260621012,0.39653367,0.027102529,0.688904151,0
2.368256803,1.037825285,-0.558459407,-2.384275983,-0.402247556,0
-0.93517857,0.437259409,-0.662758276,0.189854746,-0.964709181,0
0.131804342,-0.060630677,-0.055183952,0.356797879,-0.161269992,0
2.390496644,1.236992709,-0.725497132,-2.667826012,-0.585626303,0
-0.871173532,-0.603858884,0.976795068,-0.332219447,1.525056227,0
1.475738035,-0.201974431,0.433005367,-0.461809537,0.666545242,0
-0.265470742,-0.004416895,0.112360277,-0.26574779,0.230476551,0
-0.728404047,0.112125069,-0.488228319,0.898328092,-0.869994537,0
-0.629259949,-1.409806941,1.662971726,0.774647455,2.27700622,0
4.42000716,0.268355761,0.515438983,-2.494595445,1.09707947,0
0.026617681,0.153928912,-0.400812753,0.488396126,-0.686945454,0
1.933954016,1.452153836,-1.017792854,-2.662687341,-0.99260775,0
1.782619705,1.08119657,-0.667840798,-2.231165504,-0.569642514,0
2.471159986,1.167034348,-0.650311215,-2.614944418,-0.490936535,0
0.970861961,0.86053112,-0.621440705,-1.522871116,-0.619301542,0
-0.968658149,0.162649152,-0.358310609,0.387768683,-0.56309755,0
3.645142022,0.36620553,0.28245189,-2.207889988,0.729535754,0
-0.101559541,-0.207118143,-0.006498846,0.767652323,-0.168177915,0
0.014806384,0.658368932,-0.560264657,-0.913740363,-0.620545542,0
-0.071647455,0.004651661,-0.387614107,0.996124312,-0.771489697,0
0.156018873,0.065374893,0.329672223,-1.101067396,0.706137823,0
-0.601491921,-0.00942477,-0.067736181,0.235552768,-0.123746551,0
0.224576527,-0.067796141,0.288523624,-0.516752832,0.519566144,0
0.711743115,-0.751416351,0.319342896,1.846476822,0.042904865,0
-0.544430952,-0.371625358,0.279948676,0.632724055,0.294680837,0
-1.356728246,-0.167749665,-0.277582475,1.384435187,-0.641434745,0
-0.961253238,-0.285886008,0.271127327,0.364087302,0.355940815,0
0.074598455,-0.19477228,-0.570345957,2.184865406,-1.295165285,0
-1.101671732,0.523703741,-0.665358252,-0.107979601,-0.898467268,0
2.138472089,1.618656765,-1.095362027,-3.069221063,-1.027392215,0
1.525532279,-0.510374152,0.247535688,1.130853444,0.05712976,0
0.291148767,-0.124159852,0.086597,0.209715744,0.069365702,0
-1.43673278,1.518547076,-1.81622922,-0.681036891,-2.434888965,0
-0.275396786,-1.609528759,1.609222711,1.619742229,2.005110241,0
2.174696899,1.366268923,-0.903591089,-2.660738056,-0.836991228,0
0.591189626,-0.229421374,-0.230698351,1.403259335,-0.657092695,0
-1.372790069,-0.161943001,-0.3245001,1.486417864,-0.730569999,0
0.364281809,0.506428832,-0.202662471,-1.312418717,-0.030806559,0
1.476953558,1.007558708,-0.653447043,-1.990509734,-0.587284676,0
2.767282507,0.924073351,-0.363528336,-2.49883024,-0.111123795,0
2.808696661,0.716833474,-0.184406799,-2.22032606,0.088271911,0
-0.339345828,0.316041714,-0.140405321,-0.75907864,-0.028978208,0
3.564171701,1.149014421,-0.448793955,-3.120652802,-0.135661055,0
0.665137015,0.250866819,-0.411274673,0.139628226,-0.654280726,0
-2.016860206,-0.722367296,0.296277638,1.915752549,0.106435974,0
1.762591703,2.034698178,-1.566984483,-3.324225965,-1.642962585,0
1.89142519,0.598182249,-0.225815165,-1.64652268,-0.056077068,0
3.051607825,0.795601437,-0.228495601,-2.399484129,0.052299225,0
-1.133110271,-1.541470846,1.580211474,1.485835465,2.026507142,0
2.670257451,0.506118507,0.010412444,-1.962690241,0.32226323,0
2.729583948,1.255255754,-0.705287439,-2.800455029,-0.542011431,0
2.206031364,0.969187848,-0.50461354,-2.270418382,-0.341549081,0
0.50138358,0.354877793,-0.524484224,0.066551915,-0.796515445,0
-0.021170495,-0.861562094,0.402707081,2.056845699,0.149371211,0
-1.206963445,-0.041594402,0.523016035,-1.162394718,1.055815097,0
3.308079538,0.668212381,-0.075909945,-2.348611132,0.252646119,0
0.177352644,0.191033051,-0.422602059,0.405147349,-0.707103522,0
-0.890021668,-0.221764158,0.288601627,0.084482772,0.437739279,0
-0.102283389,0.854436137,-0.917950545,-0.68358248,-1.184162055,0
1.657149742,0.705665861,-0.366129857,-1.658551219,-0.247751026,0
0.147038568,-1.071628562,0.60831695,2.271232189,0.395657256,0
-1.893154011,-0.136488978,0.40740104,-0.490517814,0.77340015,0
1.171162931,-0.509097013,-0.131412618,2.12836123,-0.690488223,0
-0.347069121,-0.04417173,0.236249593,-0.441844826,0.451146563,0
0.161391028,0.446089728,-0.466272463,-0.39966495,-0.59910319,0
-2.387837624,0.721581986,0.345280145,-3.400623592,1.320948432,0
2.490610029,0.794096369,-0.292158933,-2.20477654,-0.05852198,0
-0.364844931,-0.855201041,0.525677559,1.727872477,0.411878982,0
-0.443188427,-0.525181125,0.379749508,0.921910713,0.374139141,0
-0.8632698,0.939207571,-1.345646736,0.156979694,-1.952635891,0
-0.996261665,-0.995300059,0.789710601,1.571241932,0.854504791,0
2.703825248,0.705408648,-0.210055052,-2.107948084,0.031463218,0
3.599876157,0.403145845,0.206868725,-2.14221243,0.607661056,0
-0.400749518,-1.071908381,0.99026507,1.299965467,1.179007574,0
4.2607529,0.515812299,0.221448257,-2.613844816,0.701857227,0
1.553624787,1.803416359,-1.371167361,-2.992120902,-1.420436103,0
2.879771612,0.886631596,-0.32880485,-2.459049274,-0.073732717,0
-1.489234885,-0.227296432,0.232204189,0.27636912,0.339636039,0
3.593192009,0.247435303,0.377386446,-2.025002901,0.830755434,0
-0.201099121,-0.521494889,0.724089538,0.001369501,1.059750891,0
-1.642144782,-0.506891078,0.354094823,0.972870446,0.37515673,0
0.044588889,-0.679891207,0.579650505,0.938322307,0.641056726,0
-0.553355276,0.258833303,-0.351368972,0.005689651,-0.488943221,0
2.203577288,-0.296703646,-0.533527958,2.367460738,-1.367612033,0
5.138668575,-0.061054396,0.930892608,-2.419783415,1.655259734,0
1.542384585,1.832078594,-1.437849742,-2.921218406,-1.531883679,0
0.180964192,-1.607702631,1.580662973,1.668524744,1.934584988,0
3.295071491,-2.469990288,1.60893963,4.572685629,1.231871354,0
-1.213863616,-1.147217808,0.72640734,2.292787272,0.618349116,0
0.723017501,-0.307033069,0.093091575,0.833870229,-0.071331498,0
-1.641495563,-0.264833083,-0.372855689,1.994448692,-0.897612133,0
-0.351629253,-0.595337898,0.816632708,0.032677672,1.193698903,0
-0.07946716,0.144498848,-0.852908171,1.704711289,-1.59741469,0
-0.622730298,0.016943904,0.498087901,-1.332809066,1.03184253,0
-1.644995305,0.190267517,-0.132638743,-0.271515858,-0.067691704,0
-2.591868605,-0.56386702,0.420626585,1.044512376,0.495488779,0
0.432454397,-0.274515803,0.012167381,0.939642116,-0.199427704,0
-2.602032591,0.066027953,0.194322054,-0.635669822,0.523713235,0
-0.339618377,-0.447274399,0.565198258,0.153629241,0.802309395,0
-1.305737263,0.07741984,-0.68473364,1.559485046,-1.272093016,0
0.551238155,0.161925113,-0.135018894,-0.254824026,-0.164626542,0
1.298147448,0.07917016,0.429749005,-1.459196362,0.880733869,0
-0.030178468,-1.145194887,0.693964935,2.320621812,0.516845299,0
0.070288481,1.571284548,-2.00234866,-0.449084807,-2.816177293,0
3.595142526,1.013168436,-0.315396239,-2.979895945,0.026974377,0
-0.815471986,-0.710185991,0.717332186,0.724683962,0.92160564,0
2.366518869,1.416919651,-0.931884225,-2.777580072,-0.861150693,0
0.507733626,-1.675775915,1.486966647,2.144351039,1.684130498,0
3.106996081,-0.210160415,0.716928048,-1.240125465,1.17732865,0
-2.448742476,0.650593835,-0.190638339,-1.745935741,0.193845261,0
3.339132744,1.146006687,-0.469864918,-3.045521776,-0.172996129,0
2.445305789,2.026706071,-1.452503059,-3.622186974,-1.441397222,0
0.047612864,-0.178979742,-0.061893139,0.804337738,-0.26253648,0
-0.699115534,-0.804728813,0.999433406,0.325579378,1.411309171,0
-0.605204627,-1.263817187,1.102482626,1.707788995,1.26384572,0
-2.69108794,0.281475853,-0.173837047,-0.449245404,-0.046984299,0
-0.178825764,0.20757743,-0.412077514,0.332963305,-0.661912676,0
3.014213593,0.148642192,0.398723357,-1.700367492,0.816570375,0
0.216005728,-1.544234298,1.364382083,2.001817481,1.548257142,0
-0.42594464,-0.534968679,0.118208421,1.637892285,-0.158411434,0
-1.462951725,0.960732612,-1.31332342,0.020212186,-1.852104221,0
-0.583224332,-0.206495459,-0.187276836,1.256513675,-0.514787309,0
-1.721104139,-0.712570184,1.083032138,-0.181730393,1.682245924,0
4.287731123,0.782717626,-0.005857515,-2.984705214,0.449266922,0
3.586776313,1.222941689,-0.470183899,-3.332310083,-0.12274368,0
2.346850583,0.942406879,-0.493890406,-2.207711556,-0.345045722,0
-1.960642923,0.581145617,-0.714136096,-0.152071852,-0.924790405,0
2.5348462,1.306736497,-0.778224947,-2.787838005,-0.642662721,0
0.845433517,-0.087132457,-0.216910387,0.843896725,-0.528778355,0
3.60453977,0.169146425,0.453182252,-1.940793163,0.92252172,0
-1.406804086,-1.10024651,1.052530081,1.281860538,1.314492884,0
1.345506954,2.158902997,-1.778688523,-3.20289091,-1.959149999,0
-1.805371919,0.119681395,-0.278801604,0.370395566,-0.409653527,0
-0.964517599,-0.038064691,0.165916032,-0.254837557,0.334581901,0
2.476128794,1.980640832,-1.397140983,-3.601689794,-1.366590443,0
-0.645260496,0.483689092,-0.673308427,0.037903915,-0.959662227,0
2.22239351,1.295624918,-0.816055595,-2.636185345,-0.717001167,0
2.258079872,0.210138377,-0.251581417,-0.196130852,-0.416293967,0
-3.137470917,0.407601289,-0.532509998,0.049306668,-0.655503621,0
-2.017845089,1.144316882,-1.431260954,-0.311014395,-1.930409904,0
-0.145117029,0.346995056,-0.840373532,0.944969681,-1.415300692,0
2.356525153,1.166420479,-0.655851343,-2.593513307,-0.498837504,0
2.641367833,1.205392981,-0.672771922,-2.70177797,-0.512106592,0
4.022892106,-0.18118363,0.85286821,-1.736968222,1.442718942,0
0.635283151,-1.282043863,1.062702449,1.82535316,1.13031634,0
-1.202296763,0.184737279,-0.331950378,0.249231378,-0.485841675,0
-0.073690314,-0.068731695,0.027428199,0.179331571,0.004805244,0
1.970055647,0.223304241,-0.159858325,-0.470539365,-0.213033446,0
3.1203031,1.440124083,-0.808888237,-3.213127732,-0.62093143,0
-1.649651432,0.836845941,-0.037791157,-2.848794944,0.617174995,0
1.110098838,-0.064333725,-0.151483295,0.580215944,-0.388624175,0
